Date,Platform,Text,Person,Truthfulness Category
"July 22, 2009",press conference,"Health insurance companies are ""making record profits, right now.""",Barack Obama,false
"July 21, 2009",house floor,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,Steny Hoyer,mostly-true
"July 15, 2009",editorial,The health care reform bill -- on Page 16 -- outlaws private insurance.,Investor's Business Daily,pants-fire
"July 17, 2009",web,"""The government is going to tell Americans they need to replace functioning stoves in their homes with 'government-certified' stoves and use taxpayer dollars to do so.""",House Republican Conference,half-true
"July 11, 2009",weekly radio address,"The stimulus ""has delivered $43 billion in tax relief to American working families and businesses""",Barack Obama,half-true
"July 15, 2009",television interview,On mandating health care coverage.,Barack Obama,full-flop
"July 14, 2009",washington post,On a cap-and-trade plan.,Sarah Palin,full-flop
"July 15, 2009",news release,The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.,Robert Bennett,half-true
"July 14, 2009",washington post,"""Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.""",Sarah Palin,mostly-true
"July 1, 2009",public statements,On a single-payer health care system.,Barack Obama,half-flip
"July 12, 2009",george stephanopolous,"""Only about 6.8 percent of the (stimulus) money has actually been spent.""",Jon Kyl,mostly-true
"July 9, 2009",news release,"""Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.""",Joe Biden,mostly-true
"July 13, 2009",ad,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,Presente.org,false
"July 7, 2009",gop survey,"The Obama administration offered ""$900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.""",Republican National Committee,false
"July 7, 2009",gop survey,"""Under the new and little known 'global justice' initiative,"" the Obama administration has ordered FBI agents to ""read Miranda Rights to high-value terrorist detainees captured on the battlefield.""",Republican National Committee,half-true
"July 13, 2009",senate hearing,"""Now, there was a time when someone like Scalia and Ginsburg got 95-plus votes.""",Lindsey Graham,true
"July 12, 2009",television interview,"A new Rasmussen poll shows people ""oppose (Sotomayor's) confirmation. Only 37 percent support it.""",Jon Kyl,half-true
"July 1, 2009",events,"""Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.'""",Ann Coulter,false
"June 29, 2009",radio show,"On the day the House voted on the climate change bill, ""there was not even a copy of the bill in the well of the House, which is standard. It wasn't even written.""",Rush Limbaugh,barely-true
"July 8, 2009",pbs,"""We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed).""",Eric Cantor,barely-true
"July 6, 2009",newspaper interview,"""We import more oil today than ever before.""",Barack Obama,false
"July 2, 2009",web,"""In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.""",John Boehner,false
"July 2, 2009",web,"""In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon. They've got great burgers, but no new jobs.""",John Boehner,barely-true
"June 29, 2009",white house,"""Californians consume 40 percent less energy per person than the national average""",Barack Obama,mostly-true
"July 2, 2009",ad,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . .  health care for Kentucky's children,"" and ""fair pay for women.""",Democratic National Committee,barely-true
"June 25, 2009",No Platform,"""The ACLU has filed a suit to have all military cross-shaped headstones removed.""",Chain email,pants-fire
"June 28, 2009",george stephanopoulos,"""If the United States moves ahead by itself (on cap-and-trade)... after 30 or 40 years, we're going to reduce CO2 by less than 1 percent.""",Chuck Grassley,half-true
"May 24, 2009",No Platform,"The Free Flow of Information Act of 2009 ""would guarantee Barack Obama will never be held accountable for producing forged birth documents.""",Chain email,pants-fire
"June 24, 2009",fox,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",Lamar Smith,true
"June 18, 2009",washington post,"Every year tobacco kills more Americans than did World War II — more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",George Will,true
"June 17, 2009",washington,"ACORN will be a paid partner with the Census Bureau and ""they will be in charge of going door-to-door and collecting data from the American public.""",Michele Bachmann,pants-fire
"June 17, 2009",washington,"Says the Constitution only requires her to tell the census ""how many people are in our home.""",Michele Bachmann,pants-fire
"June 24, 2009",town hall meeting,"""Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.""",Barack Obama,mostly-true
"June 20, 2009",press release,"Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of ""a postage stamp a day.""",Edward Markey,true
"June 18, 2009",countdown,"""Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.""",Keith Olbermann,false
"June 22, 2009",column,"Even high estimates for an early draft of the health care plan are ""less than the $1.8 trillion cost of the Bush tax cuts.""",Paul Krugman,mostly-true
"June 17, 2009",house gop 's blog,"The war spending bill ""actually spends more money on the International Monetary Fund than on the war.""",Lynn Westmoreland,barely-true
"June 18, 2009",news interview,"Under the ""Cash for Clunkers"" program, ""all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.""",Sean Hannity,false
"June 10, 2009",column,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",Ann Coulter,barely-true
"June 10, 2009",news program,"""Why do we have automatic citizenship upon birth? We're the only country in the world that has it.""",Glenn Beck,false
"June 16, 2009",press availability,"""Some 500 detainees were released from Guantanamo during the Bush administration.""",Steny Hoyer,mostly-true
"June 14, 2009",internet,"""A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan.""",Americans United for Change,false
"June 15, 2009",statement,"Oil money from federal leases ""can only be used to clean up the mess and damages from drilling.""",Bill Nelson,mostly-true
"June 12, 2009",time magazine,"In Texas, ""the No. 1 name for new male babies — many of whom will vote one day — is Jose.""",Mike Murphy,true
"May 30, 2009",twitter,"""Obama has more czars than the Romanovs.""",John McCain,true
"June 11, 2009",No Platform,"Under a public health care option, 120 million Americans will ""lose what they now get from private companies and be forced onto the government-run rolls as businesses decide it is more cost-effective for them to drop coverage.""",Karl Rove,false
"June 8, 2009",fox,"Palin said stimulus money for weatherization required ""universal energy building codes for Alaska, kind of a one-size-fits-all building code that isn't going to work up there in Alaska.""",Sarah Palin,false
"June 10, 2009",msnbc,"Contends that President Obama ""literally said (if) his cap-and-trade proposals were to pass, that utility rates, his words now, would, 'necessarily skyrocket.'""",Mike Pence,true
"June 8, 2009",opinion piece,"Sixty-two percent of all personal bankruptcies are ""caused by medical problems.""",Chris Dodd,half-true
"June 9, 2009",white house,"""In the first round of repayments""  from financial institutions that received TARP money, ""the government has actually turned a profit.""",Barack Obama,true
"May 30, 2009",e-mail,"Inside the stimulus package ""is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays, as well as Boy Scouts and student Bible study groups.""",Newt Gingrich,pants-fire
"June 8, 2009",press release,"Says Vice President Joe Biden ""admits that the American people are being scammed"" with the economic stimulus package.",John Boehner,barely-true
"June 3, 2009",No Platform,"Says he didn't call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what ""some prolifers branded him.""",Bill O'Reilly,false
"June 1, 2009",television,"""If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.""",Barack Obama,pants-fire
"May 26, 2009",radio address,"There are billions of barrels of oil beneath our oceans and in Alaska, and there is ample oil shale in the Rocky Mountain West, but Democrats ""say all this American energy is off limits.""",John Barrasso,barely-true
"June 3, 2009",events web,On calling Supreme Court nominee Sonia Sotomayor a racist.,Newt Gingrich,full-flop
"May 31, 2009",cnn,"""The Department of Justice, under the Obama administration, disagrees with the decision"" Judge Sotomayor made in the Ricci vs. DeStefano case.",Mitch McConnell,half-true
"June 1, 2009",press release,"""President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.""",Michael Steele,true
"May 27, 2009",speech,"In the 100 days since its passage, the economic stimulus has ""saved or created nearly 150,000 jobs.""",Barack Obama,barely-true
"May 29, 2009",statement,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",North Korean foreign ministry,true
"May 26, 2009",radio program,"Sotomayor ""ruled against the white firefighter — Ricci and other white firefighters — just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.""",Rush Limbaugh,barely-true
"May 26, 2009 May 26, 2009",press release,"""Sotomayor has had her rulings thrown out by the court a troubling four times.""",Libertarian National Committee,half-true
"May 26, 2009",statement,"Sotomayor thinks ""that one’s sex, race and ethnicity ought to affect the decisions one renders from the bench.""",Judicial Confirmation Network,half-true
"May 26, 2009",white house,"""Walking in the door (Sonia Sotomayor) would bring more experience on the bench, and more varied experience on the bench, than anyone currently serving on the United States Supreme Court had when they were appointed.""",Barack Obama,half-true
"May 26, 2009",points memo,"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""",Republican National Committee,half-true
"May 24, 2009",nation,"Cheney is ""disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.""",Colin Powell,half-true
"May 21, 2009",enterprise,"""President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'""",Dick Cheney,mostly-true
"May 21, 2009",enterprise,"""You've heard endlessly about waterboarding. It happened to three terrorists.""",Dick Cheney,true
"May 21, 2009",speech,"""Nobody has ever escaped from one of our federal 'supermax' prisons.""",Barack Obama,true
"May 6, 2009",press release,"ACORN ""could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.""",Michele Bachmann,false
"May 20, 2009",senate floor,"""The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.""",Richard Durbin,true
"May 17, 2009",fox,"A public option for health care would end private insurance ""because the private insurance people will not be able to compete with a government option.""",Mitch McConnell,barely-true
"May 12, 2009",e-mail,"The Democrats propose ""a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.""",Mike Pence,false
"May 14, 2009",news release,"""Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.""",Roy Blunt,mostly-true
"May 17, 2009",advertisement,"""The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan.""",Pray in Jesus Name Project,half-true
"April 30, 2009",commentary piece,"""Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.""",Mark Sanford,true
"May 6, 2009",news interview,"The federal Hate Crimes Prevention Act bill would create ""special protection for pedophiles.""",Steve King,pants-fire
"May 13, 2009",legal filings,On releasing photographs depicting the abuse of prisoners.,Barack Obama,full-flop
"May 10, 2009",television interview,"Democrats in Congress ""had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.""",Newt Gingrich,barely-true
"May 12, 2009",news conference,"""The president of the United States ... agrees with me"" that marriage should be between a man and a woman.",Miss California USA,true
"May 8, 2009",web,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,MoveOn.org,true
"April 23, 2009",news conference,"""We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.""",Nancy Pelosi,false
"April 27, 2009",ad,"The economic stimulus bill created a council that's ""modeled after the national board that controls Britain’s health system.""",Conservatives for Patients' Rights,barely-true
"May 2, 2009",chain e-mail,"Obama used $20 million in federal money ""to emmigrate (sic) Hamas Refugees to the USA.""",Chain email,pants-fire
"May 2, 2009",chain e-mail,"Obama's ""first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory.""",Chain email,half-true
"May 7, 2009",white house,"Pay-as-you-go ""is the principle that helped transform large deficits into surpluses in the 1990s.""",Barack Obama,half-true
"May 5, 2009",web,"The Republican Party has ""21 percent party ID and shrinking.""",Democratic National Committee,mostly-true
"May 1, 2009",radio show,"Sen. Arlen Specter's party switch could ""end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.""",Rush Limbaugh,mostly-true
"February 27, 2009",cpac,"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""  ",Wayne LaPierre,half-true
"April 27, 2009",No Platform,"""Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet"" that would require links to opposing opinions.",Chain email,half-true
"April 30, 2009",interview,"""When one person sneezes, it goes all the way through the aircraft.""",Joe Biden,pants-fire
"April 28, 2009",No Platform,On switching parties.,Arlen Specter,full-flop
"April 27, 2009",pajamas media,"In the 1970s, ""the swine flu broke out . . . under another Democrat, President Jimmy Carter.""",Michele Bachmann,pants-fire
"April 29, 2009",press conference,"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu.",Barack Obama,true
"April 29, 2009",news conference,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.""",Barack Obama,true
"April 22, 2009",opinion piece,"""About halfway through fiscal year 2009, Washington has run out of money.""",John Boehner,true
"April 26, 2009",tv interview,"""The Geneva Convention did not apply, until 2005, to the war on terror.""",Lindsey Graham,half-true
"April 24, 2009",news interview,On torture.,Newt Gingrich,half-flip
"April 14, 2009",georgetown,"""Already we've identified $2 trillion in deficit reductions over the next decade.""",Barack Obama,barely-true
"April 19, 2009",news conference,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",Barack Obama,mostly-true
"April 16, 2009",news conference,"""More than 90 percent of the guns recovered in Mexico come from the United States.""",Barack Obama,half-true
"April 15, 2009",news release,"It is ""the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.""",Gus Bilirakis,barely-true
"April 7, 2009",msnbc,President Obama has never received a paycheck from a profitmaking business in his entire life.,Joe Scarborough,false
"March 24, 2009",press release,"""Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.""",John Boehner,barely-true
"April 8, 2009",tv program,"""President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.""",Keith Olbermann,mostly-true
"April 8, 2009",radio broadcast,"""You can't read a speech by George Washington . . . without hearing him reference God, the Almighty.""",Rush Limbaugh,false
"April 6, 2009",msnbc,"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned.""",Rachel Maddow,false
"March 24, 2009",news organizations,"""Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.""",George Will,true
"April 6, 2009",msnbc,"""There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.""",Lawrence O'Donnell,false
"April 2, 2009",chain e-mail,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",Chain email,false
"April 1, 2009",political advertisement,"""There has been no net global warming for over a decade now.""",Cato Institute,false
"March 25, 2009",press release,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",Michele Bachmann,false
"March 27, 2009",white house,"""2008 was the deadliest year of the war (in Afghanistan) for American forces.""",Barack Obama,true
"March 17, 2009",floor,On the propriety of budget reconciliation.,Judd Gregg,half-flip
"March 24, 2009",web,"""The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.""",House Republican Conference,pants-fire
"March 26, 2009",briefing,"The Republican leadership's budget proposal ""doesn't contain any numbers.""",Robert Gibbs,true
"March 24, 2009",senate floor,"The Employee Free Choice Act mandates the ""elimination of the secret ballot.""",Arlen Specter,mostly-true
"March 25, 2009",news interview,"Obama's budget plan would ""take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.""",Judd Gregg,true
"March 24, 2009",news conference,"His proposed budget would ""cut our deficit in half by the end of my first term.""",Barack Obama,mostly-true
"March 24, 2009",news conference,"""As a percentage of gross domestic product, we are reducing nondefense discretionary spending to its lowest level since the '60s, lower than it was under Reagan, lower than it was under Clinton, lower than it was under Bush, or both Bushes.""",Barack Obama,barely-true
"March 25, 2009",news interview,"Obama's proposed budget ""doubles the debt in five years, triples it in 10 years.""",Judd Gregg,mostly-true
"March 24, 2009",news conference,"Under Obama's budget plan, families making over $250,000 are ""going to lose their mortgage deduction, their charitable deductions.""",Cynthia Lummis,pants-fire
"March 23, 2009",blog post,"Obama nominee Dawn Johnsen ""called motherhood 'involuntary servitude.'""",House Republican Conference,false
"March 22, 2009",television interview,"""Warren (Buffett) still does support me.""",Barack Obama,true
"March 19, 2009",cnn,On whether he wrote a provision that allowed AIG to dole out bonuses.,Chris Dodd,full-flop
"March 17, 2009",tv interview,"""Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.""",Mike Pence,true
"March 18, 2009",e-mail,"""Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the ‘stimulus’ bill that allowed for banks bailed out with taxpayer money — including AIG — to hand out huge bonuses.""",National Republican Senatorial Committee,half-true
"March 19, 2009",electric car,"""The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.""",Barack Obama,mostly-true
"March 16, 2009",tv interview,"AIG ""said they were giving $57 million (in retention payments) to people who were being terminated.""",Elijah Cummings,true
"March 17, 2009",rachel maddow,"""We had bipartisan legislation that got through the Senate"" that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",Ron Wyden,mostly-true
"March 18, 2009",chain e-mail,"""AIG insures the pension trust of the United States Congress!""",Chain email,pants-fire
"March 16, 2009",radio interview,"In Japan, executives of failing companies ""say 'I'm sorry' and then either do one of two things: resign or go commit suicide.""",Chuck Grassley,half-true
"March 15, 2009",interview,"""Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.""",Christina Romer,true
"March 12, 2009",news conference,"""I don't do earmarks. I've never done one. I'm not going to do one.""",John Boehner,true
"March 10, 2009",education,"""In eighth grade math, we’ve fallen to ninth place.""",Barack Obama,false
"March 8, 2009",tv interview,"""No Bridge to Nowhere could occur.""",Charles Schumer,false
"March 8, 2009",tv interview,"""Look, the earmarks have come down significantly, 75 percent.""",Peter Orszag,false
"March 5, 2009",white house,"""A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.""",Robert Gibbs,true
"March 9, 2009",cable tv,"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",Americans United for Change,barely-true
"March 5, 2009",fla.,"""The average CEO makes $10,000 more every day ... than what the average worker makes every year.""",Joe Biden,half-true
"March 5, 2009",health care,"""Teddy Roosevelt first called for (health care) reform nearly a century ago.""",Barack Obama,true
"March 4, 2009",news channel,"""Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.""",Tom Coburn,false
"February 27, 2009",political action conference,"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.""",Mitch McConnell,false
"February 25, 2009",house floor,"""The president campaigned against this type of legislation.""",John Boehner,true
"March 2, 2009",No Platform,The omnibus bill has only $3.8 billion in earmarks.,Democratic congressional leadership,false
"February 27, 2009",senate floor,"""The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.""",John McCain,false
"February 24, 2009",congress,"The stimulus bill includes ""$8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""",Bobby Jindal,half-true
"February 23, 2009",fiscal responsibility,"A new presidential helicopter ""is now going to cost as much as Air Force One.""",John McCain,mostly-true
"February 17, 2009",denver,"""We are making the largest investment in education in our nation’s history.""",Barack Obama,true
"February 23, 2009",washington post,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",Mark Sanford,false
"February 25, 2009",morning,"The omnibus spending bill has ""9,427 pork barrel items.""",John McCain,true
"February 22, 2009",interview,"Louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on Louisiana businesses.""",Bobby Jindal,mostly-true
"February 23, 2009",washington post,"""The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.""",Mark Sanford,false
"February 4, 2009",news conference,"""When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.""",Rosa DeLauro,true
"January 28, 2009",senate committee hearing,"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",Al Gore,true
"February 12, 2009",news channel,"The stimulus has ""$30 million in there to protect mice in San Francisco.""",Mike Pence,false
"February 5, 2009",senate floor,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",Jim DeMint,false
"January 30, 2009",email,"""The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President, and no longer to the Constitution.""",Chain email,pants-fire
"January 12, 2009",internet,"""Nancy Pelosi wants a Windfall Tax on Retirement Income.""",Chain email,pants-fire
"February 9, 2009",news conference,"""Putting three Republicans in my Cabinet...is unprecedented.""",Barack Obama,true
"January 31, 2009",speech,"""You and I know that in the history of mankind and womankind, government — federal, state, local, or otherwise — has never created one job.""",Michael Steele,pants-fire
"February 5, 2009",No Platform,"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",Pat Roberts,barely-true
"February 3, 2009",cbs news,"On attacks by Republicans that various programs in the economic stimulus plan are not stimulative, ""If you add all that stuff up, it accounts for less than 1 percent of the overall package.""",Barack Obama,half-true
"February 3, 2009",news release,"""Obama taps porn lawyer for #2 at Justice.""",Fidelis,mostly-true
"February 5, 2009",abc,"""The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.""",Fred Smith,mostly-true
"February 3, 2009",speech,"The stimulus bill contains ""$20 million for the removal of small to medium-sized fish passage barriers"" and ""$25 million to rehabilitate off-roading trails for ATVs.""",Mike Pence,true
"February 2, 2009",daily white house press,"""There are no earmarks"" in the stimulus bill.",Robert Gibbs,false
"February 1, 2009",news interview,"The Senate version of the economic stimulus package includes ""millions of dollars to World War II Filipino veterans in the Philippines.""",Jon Kyl,half-true
"February 1, 2009",nation,"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldn’t have spent $1 trillion.""",Mitch McConnell,true
"January 26, 2009",news release,"""The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).""",John Boehner,barely-true
"January 9, 2009",news conference,"""There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.""",Barack Obama,false
"January 28, 2009",news release,"""The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.""",National Republican Congressional Committee,mostly-true
"January 28, 2009",business leaders,"""In Chicago, school is never canceled"" because of winter weather.",Barack Obama,mostly-true
"January 28, 2009",washington post,"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",John Mica,mostly-true
"January 23, 2009",news channel,"""For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.""",Eric Cantor,false
"January 23, 2009",news channel,"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",Eric Cantor,pants-fire
"January 24, 2009",radio address,"""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.""",Barack Obama,half-true
"January 22, 2009",committee meeting,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",Joe Barton,true
"January 21, 2009",news channel,"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow.""",Eric Cantor,false
"January 18, 2009",news interview,"""We've added, in the last eight years, $4 trillion of debt to the nation's obligations.""",Rahm Emanuel,mostly-true
"January 13, 2009",public statements,U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,Harry Reid,full-flop
"December 2, 2008",speech,"""The Capitol was built by slaves.""",Nancy Pelosi,true
"December 30, 2008",public statements,On whether to seat Roland Burris as the new senator from Illinois.,Harry Reid,full-flop
"December 15, 2008",news release,"Energy nominee Steven Chu has called coal ""his worst nightmare.""",James Inhofe,mostly-true
"January 14, 2009",statement,"Geithner's failure to pay self-employment taxes while working for the IMF ""is a mistake that is commonly made for people who are working internationally or for international institutions.""",Barack Obama,mostly-true
"January 14, 2009",news release,"""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.""",Competitive Enterprise Institute,true
"January 8, 2009",news conference,"Bush's tax cuts for high earners ""have been the biggest contributor to the budget deficit.""",Nancy Pelosi,false
"January 7, 2009",hardball,"""The biggest job of the surgeon general is to translate health care and health care needs into plain English.""",Howard Dean,half-true
"December 21, 2008",tv interview,"""Mr. Warren compared same-sex couples to incest.""",Barney Frank,barely-true
"December 17, 2008",press release,"The Rev. Rick Warren ""has called Christians who advance a social gospel Marxists.""  ",People for the American Way,barely-true
"November 19, 2008",No Platform,"""Even with recent changes, the average hourly wage at General Motors is still $75 an hour.""",Spencer Bachus,false
"January 4, 2009",news interview,"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""",Mitch McConnell,mostly-true
"October 7, 2008",tenn.,"""Sen. Obama has never taken on his party leaders on a single major issue.""",John McCain,true
"October 15, 2008",n.y.,"""And 100 percent, John, of your ads . . . 100 percent of them have been negative.""  ",Barack Obama,pants-fire
"October 24, 2008",mo,"Obama would ""experiment with socialism.""",Sarah Palin,pants-fire
"October 30, 2008",claire mccaskill,"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",Barack Obama,half-true
"October 14, 2008",web,The accuracy of the Obama tax calculator,Barack Obama,half-true
"October 17, 2008",va.,"""Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare — $882-billion worth.""",Barack Obama,false
"October 23, 2008",steve schmidt,"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.""",John McCain,false
"October 19, 2008",chain e-mail,Michelle Obama ordered $400 worth of lobster and caviar at a New York hotel.,Chain email,pants-fire
"October 16, 2008",web,"""Obama raises taxes on seniors (and) hard-working families to give welfare to those who pay none.""  ",John McCain,false
"October 19, 2008",tv interview,"""The race will tighten, just because that's what happens at the end of campaigns. They always have.""",Barack Obama,mostly-true
"October 29, 2008",ad,"Measures in Barack Obama's health plan could ""lower health care costs for the typical family by $2,500 a year.""",Barack Obama,half-true
"October 31, 2008",tv interview,"""We are within the margin of error.""",John McCain,half-true
"October 29, 2008",No Platform,"""For my energy plan, my economic plan, and the other proposals you'll hear tonight, I've offered spending cuts above and beyond their cost.""",Barack Obama,barely-true
"October 29, 2008",tv interview,"""Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.""",John McCain,true
"October 28, 2008",pa.,"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",John McCain,mostly-true
"October 20, 2008",ad,"""In April, Sen. McCain came out against helping women earn equal pay for equal work.""",Barack Obama,mostly-true
"October 29, 2008",carolina,McCain called for less regulation 21 times just this year.,Barack Obama,mostly-true
"October 28, 2008",florida,"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'""",John McCain,false
